# curie_map:
#   METPO: http://purl.obolibrary.org/obo/METPO_
#   skos: http://www.w3.org/2004/02/skos/core#
#   semapv: https://w3id.org/semapv/vocab/
# mapping_set_id: metpo-ontology-mappings-2025-10-31
# mapping_date: 2025-10-31
# mapping_tool: openai_text-embedding-3-small
# mapping_provider: https://github.com/berkeleybop/metpo
# license: https://creativecommons.org/publicdomain/zero/1.0/
# comment: Semantic mappings generated using OpenAI text-embedding-3-small with distance cutoff 0.8
#
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	confidence	similarity_score	similarity_measure	mapping_tool	subject_source	object_source	comment
METPO:1000059	phenotype	skos:exactMatch	http://purl.obolibrary.org/obo/FYPO_0000001	phenotype	semapv:SemanticSimilarityThresholdMatching	0.999657	0.999314	cosine_similarity	openai_text-embedding-3-small	METPO	upheno	Embedding cosine distance: 0.0007, Rank: 1
METPO:1000059	phenotype	skos:closeMatch	http://doi.org/10.1601/PHPhenotype	PHPhenotype	semapv:SemanticSimilarityThresholdMatching	0.879763	0.759526	cosine_similarity	openai_text-embedding-3-small	METPO	n4l_merged	Embedding cosine distance: 0.2405, Rank: 2
METPO:1000059	phenotype	skos:closeMatch	http://purl.obolibrary.org/obo/UPHENO_0001001	Phenotype	semapv:SemanticSimilarityThresholdMatching	0.870395	0.740791	cosine_similarity	openai_text-embedding-3-small	METPO	ohmi	Embedding cosine distance: 0.2592, Rank: 3
METPO:1000059	phenotype	skos:closeMatch	http://purl.obolibrary.org/obo/MGPO_0001001	Phenotype	semapv:SemanticSimilarityThresholdMatching	0.870395	0.740791	cosine_similarity	openai_text-embedding-3-small	METPO	upheno	Embedding cosine distance: 0.2592, Rank: 4
METPO:1000059	phenotype	skos:closeMatch	http://doi.org/10.1601/Phenotype	Phenotype	semapv:SemanticSimilarityThresholdMatching	0.870356	0.740712	cosine_similarity	openai_text-embedding-3-small	METPO	n4l_merged	Embedding cosine distance: 0.2593, Rank: 5
METPO:1000059	phenotype	skos:closeMatch	https://w3id.org/biolink/vocab/phenotype_of	phenotype of	semapv:SemanticSimilarityThresholdMatching	0.853187	0.706374	cosine_similarity	openai_text-embedding-3-small	METPO	biolink	Embedding cosine distance: 0.2936, Rank: 6
METPO:1000059	phenotype	skos:relatedMatch	http://purl.obolibrary.org/obo/PHIPO_0000505	phenotype; Any of the set of observable characteristics of an organism resulting from the interaction of its genotype with the environment.	semapv:SemanticSimilarityThresholdMatching	0.779865	0.559730	cosine_similarity	openai_text-embedding-3-small	METPO	upheno	Embedding cosine distance: 0.4403, Rank: 7
METPO:1000059	phenotype	skos:relatedMatch	http://purl.obolibrary.org/obo/ExO_0000101	phenotype; The assemblage of traits or outward appearance of an individual. It is the product of interactions between genes and between genes and the environment.	semapv:SemanticSimilarityThresholdMatching	0.756522	0.513044	cosine_similarity	openai_text-embedding-3-small	METPO	exo	Embedding cosine distance: 0.4870, Rank: 8
METPO:1000059	phenotype	skos:relatedMatch	https://w3id.org/biolink/vocab/has_phenotype	has phenotype	semapv:SemanticSimilarityThresholdMatching	0.750981	0.501962	cosine_similarity	openai_text-embedding-3-small	METPO	biolink	Embedding cosine distance: 0.4980, Rank: 9
METPO:1000059	phenotype	skos:relatedMatch	http://purl.obolibrary.org/obo/OHMI_0000252	has phenotype	semapv:SemanticSimilarityThresholdMatching	0.750981	0.501962	cosine_similarity	openai_text-embedding-3-small	METPO	ohmi	Embedding cosine distance: 0.4980, Rank: 10
